poemId,emotion,le_prob,ai_prob,xi_prob,nu/hao_prob,si_prob
6143,乐,0.3647,0.0099,0.1308,0.1264,0.3566
6144,"哀, 思",0.0192,0.8880,0.0714,0.0958,0.5957
6145,思,0.4578,0.0098,0.0001,0.0011,0.7007
6146,"哀, 思",0.0408,0.9702,0.0181,0.0016,0.5032
6147,思,0.2644,0.0137,0.1634,0.0006,0.9435
6148,哀,0.147,0.8638,0.0175,0.0308,0.037
6149,哀,0.0132,0.5797,0.0485,0.2647,0.1694
6150,"哀, 思",0.1204,0.8274,0.0051,0.0046,0.5749
6151,"哀, 思",0.0570,0.8465,0.0008,0.0004,0.7621
6152,"乐, 思",0.8288,0.1465,0.0044,0.0967,0.7624
6153,哀,0.0006,0.0001,0.0211,0.1047,0.0
6154,哀,0.0118,0.9943,0.011,0.0024,0.1091
6155,思,0.4364,0.486,0.0066,0.012,0.9352
6156,喜,0.2909,0.0111,0.4599,0.3237,0.0279
6157,"乐, 思",0.5616,0.0213,0.0219,0.0319,0.7461
6158,思,0.0749,0.1355,0.0509,0.0002,0.9842
6159,哀,0.0899,0.8723,0.0018,0.0011,0.4516
6160,"哀, 思",0.0109,0.7278,0.0028,0.0021,0.8598
6161,乐,0.6699,0.4652,0.0245,0.0184,0.1408
6162,思,0.2206,0.1165,0.0228,0.0016,0.724
6163,哀,0.0095,0.9647,0.1047,0.0194,0.0279
6164,"哀, 思",0.0152,0.7035,0.0053,0.0033,0.7526
6165,"哀, 怒/豪",0.0197,0.8536,0.0052,0.6867,0.0263
6166,"乐, 思",0.8696,0.0655,0.1002,0.0562,0.6992
6167,喜,0.2775,0.0927,0.4233,0.0076,0.2733
6168,乐,0.8304,0.377,0.0002,0.0138,0.0254
6169,哀,0.0337,0.7011,0.0597,0.0003,0.2085
6170,哀,0.0015,0.9663,0.0001,0.0002,0.301
6171,思,0.0921,0.4962,0.0003,0.0014,0.6505
6172,哀,0.0017,0.9994,0.0004,0.0002,0.1857
6173,哀,0.0684,0.9445,0.0064,0.0055,0.012
6174,哀,0.0967,0.6244,0.0063,0.0142,0.2029
6175,"喜, 思",0.1731,0.0586,0.6556,0.0085,0.7469
6176,哀,0.0143,0.9634,0.0116,0.0277,0.2003
6177,乐,0.6288,0.1128,0.0015,0.005,0.1954
6178,喜,0.0126,0.1916,0.5656,0.0357,0.2994
6179,思,0.0847,0.2813,0.0069,0.0174,0.5429
6180,哀,0.1157,0.9131,0.0022,0.0025,0.193
6181,思,0.2353,0.0285,0.0134,0.149,0.6252
6182,"哀, 思",0.2775,0.9659,0.0012,0.0230,0.7784
6183,"乐, 思",0.8552,0.0075,0.0033,0.0368,0.6293
6184,乐,0.4887,0.2416,0.0314,0.0051,0.2324
6185,哀,0.0391,0.9265,0.0289,0.0017,0.2628
6186,哀,0.1477,0.9565,0.0009,0.0355,0.0435
6187,"哀, 思",0.0141,0.7164,0.0036,0.1943,0.5785
6188,哀,0.1422,0.8982,0.0041,0.021,0.2056
6189,"哀, 怒/豪",0.3326,0.7215,0.0010,0.9891,0.0991
6190,"乐, 怒/豪, 思",0.8388,0.0728,0.2046,0.5234,0.6594
6191,思,0.3348,0.3163,0.0967,0.0001,0.54
6192,乐,0.9923,0.0507,0.1121,0.0137,0.0324
6193,乐,0.4401,0.2111,0.2069,0.0318,0.2782
6194,哀,0.3597,0.5705,0.0115,0.0179,0.0946
6195,"哀, 思",0.0410,0.5419,0.0345,0.1119,0.8314
6196,哀,0.0348,0.9977,0.0025,0.001,0.2917
6197,哀,0.2939,0.6553,0.0666,0.0023,0.1458
6198,"哀, 思",0.0564,0.9632,0.0408,0.0011,0.7333
6199,哀,0.003,0.9989,0.0006,0.0711,0.0083
6200,哀,0.4359,0.5813,0.012,0.021,0.3291
6201,"哀, 思",0.0351,0.5891,0.0016,0.0009,0.9821
6202,哀,0.4079,0.8512,0.0126,0.0003,0.0342
6203,"乐, 思",0.6486,0.0032,0.1165,0.0297,0.6357
6204,"乐, 哀",0.6817,0.7228,0.0204,0.0022,0.1644
6205,乐,0.619,0.0943,0.0695,0.0127,0.1457
6206,思,0.0134,0.0441,0.0054,0.3043,0.7365
6207,哀,0.0164,0.9433,0.0046,0.0021,0.1906
6208,哀,0.0907,0.8919,0.0019,0.0053,0.2762
6209,哀,0.0929,0.8283,0.0026,0.066,0.3888
6210,"哀, 思",0.0207,0.9819,0.0013,0.0007,0.6481
6211,思,0.1384,0.3216,0.0009,0.0003,0.8916
6212,哀,0.407,0.5169,0.0472,0.1632,0.0261
6213,"哀, 思",0.0399,0.8652,0.0272,0.0003,0.8758
6214,"哀, 思",0.0487,0.6585,0.0009,0.0176,0.5015
6215,哀,0.3892,0.4081,0.2509,0.0026,0.1423
6216,"哀, 思",0.0047,0.7587,0.0082,0.0066,0.8435
6217,哀,0.069,0.7732,0.0421,0.0028,0.0109
6218,乐,0.6001,0.0826,0.4373,0.0061,0.0198
6219,乐,0.9399,0.0072,0.246,0.063,0.1716
6220,思,0.0871,0.4744,0.0043,0.0377,0.7072
6221,乐,0.7754,0.3914,0.0108,0.2296,0.2413
6222,"哀, 思",0.0008,0.8383,0.0263,0.0002,0.7820
6223,哀,0.2251,0.327,0.0368,0.003,0.1599
6224,"哀, 思",0.0095,0.9844,0.0006,0.0006,0.6994
6225,哀,0.0527,0.7426,0.0147,0.0842,0.4362
6226,哀,0.1426,0.655,0.0017,0.1684,0.0541
6227,乐,0.8721,0.0209,0.4364,0.0312,0.0167
6228,"乐, 哀",0.5583,0.5069,0.1654,0.0034,0.2238
6229,思,0.095,0.2117,0.0015,0.0046,0.5682
6230,"哀, 思",0.0207,0.5003,0.0026,0.0061,0.9401
6231,思,0.0084,0.1215,0.0046,0.0166,0.8997
6232,哀,0.4677,0.921,0.0006,0.0006,0.0222
6233,哀,0.0012,0.9954,0.0032,0.0164,0.3819
6234,思,0.0671,0.4435,0.0229,0.3596,0.6286
6235,怒/豪,0.0276,0.2799,0.0088,0.3607,0.2263
6236,哀,0.0542,0.9338,0.005,0.0031,0.148
6237,哀,0.1965,0.9595,0.0001,0.0021,0.0265
6238,哀,0.0152,0.9969,0.0005,0.0031,0.1064
6239,哀,0.0035,0.9999,0.0001,0.0004,0.0283
6240,"哀, 思",0.1456,0.9490,0.0408,0.0261,0.6564
6241,哀,0.1593,0.4662,0.133,0.0123,0.0244
6242,"哀, 思",0.0046,0.9971,0.0003,0.0042,0.6170
6243,思,0.0334,0.1556,0.0109,0.0351,0.4142
6244,哀,0.0055,0.9951,0.0189,0.0026,0.0065
6245,"哀, 思",0.0035,0.7328,0.0014,0.1044,0.9891
6246,哀,0.0303,0.9886,0.0076,0.0016,0.0957
6247,思,0.0394,0.4784,0.0047,0.0072,0.8439
6248,思,0.0128,0.0138,0.0364,0.005,0.9869
6249,哀,0.0088,0.9962,0.2182,0.0002,0.0082
6250,思,0.0022,0.2559,0.0172,0.003,0.9422
6251,思,0.1579,0.003,0.0901,0.0005,0.9613
6252,哀,0.0053,0.9509,0.0093,0.2347,0.3685
6253,哀,0.1111,0.9961,0.0007,0.0091,0.4234
6254,"乐, 思",0.6340,0.0282,0.0048,0.0023,0.8100
6255,思,0.0121,0.0843,0.0082,0.1493,0.7088
6256,哀,0.0296,0.9591,0.0004,0.0083,0.1228
6257,"哀, 思",0.0011,0.9109,0.0340,0.0010,0.8608
6258,哀,0.1888,0.8697,0.0128,0.0005,0.1346
6259,怒/豪,0.1109,0.3892,0.0056,0.5985,0.1254
6260,喜,0.3709,0.2451,0.6365,0.021,0.0756
6261,怒/豪,0.1501,0.3515,0.2949,0.3927,0.3634
6262,喜,0.0356,0.2254,0.8351,0.0529,0.088
6263,哀,0.0079,0.3674,0.0057,0.2023,0.3533
6264,哀,0.0024,0.8916,0.2418,0.0928,0.0861
6265,哀,0.0007,0.9999,0.0003,0.0008,0.0367
6266,思,0.0033,0.0531,0.0026,0.0001,0.9992
6267,思,0.0064,0.4702,0.0443,0.0032,0.9961
6268,思,0.0321,0.3701,0.002,0.0478,0.7905
6269,哀,0.0269,0.999,0.05,0.0003,0.005
6270,喜,0.1424,0.0246,0.6435,0.1891,0.3827
6271,"哀, 思",0.0046,0.6730,0.0017,0.0563,0.8494
6272,"哀, 思",0.0459,0.7431,0.0419,0.0505,0.5794
6273,哀,0.0447,0.9951,0.0003,0.001,0.0332
6274,"哀, 思",0.0594,0.6550,0.0259,0.0057,0.9251
6275,哀,0.0104,0.9978,0.0012,0.0034,0.0648
6276,思,0.0226,0.2321,0.0038,0.0006,0.9924
6277,思,0.375,0.3503,0.0938,0.0006,0.7371
6278,哀,0.0085,0.9998,0.0001,0.0003,0.013
6279,思,0.0611,0.0406,0.016,0.0266,0.6314
6280,"哀, 思",0.0032,0.9407,0.0016,0.0044,0.9514
6281,哀,0.0196,0.9534,0.001,0.0207,0.1716
6282,"哀, 思",0.0009,0.9256,0.0155,0.0007,0.8969
6283,"哀, 思",0.0243,0.8972,0.0056,0.0593,0.8240
6284,思,0.0037,0.0486,0.0065,0.0162,0.9818
6285,思,0.0055,0.0914,0.0011,0.0202,0.8814
6286,乐,0.9627,0.3632,0.0435,0.0277,0.4213
6287,哀,0.2885,0.8744,0.05,0.0077,0.0189
6288,哀,0.2789,0.8923,0.0039,0.0593,0.0141
6289,思,0.0046,0.316,0.0217,0.8522,0.0
6290,思,0.0086,0.1196,0.005,0.0909,0.936
6291,思,0.0232,0.1242,0.079,0.0221,0.9836
6292,乐,0.7836,0.0148,0.0045,0.0579,0.1528
6293,哀,0.1973,0.5782,0.0077,0.0049,0.4727
6294,思,0.2566,0.0109,0.0395,0.0004,0.9808
6295,哀,0.0435,0.5474,0.0486,0.0545,0.369
6296,哀,0.047,0.979,0.0095,0.0151,0.0409
6297,哀,0.0271,0.9272,0.0335,0.001,0.2812
6298,怒/豪,0.4626,0.1927,0.0036,0.5134,0.1405
6299,哀,0.0232,0.9781,0.0071,0.0484,0.0781
6300,哀,0.3206,0.4046,0.027,0.2582,0.0177
6301,"怒/豪, 思",0.0346,0.0199,0.3219,0.5654,0.8433
6302,哀,0.0741,0.7808,0.002,0.0171,0.4544
6303,哀,0.0155,0.4844,0.0055,0.3698,0.4011
6304,乐,0.6879,0.0364,0.4132,0.0058,0.2308
6305,哀,0.0196,0.939,0.0072,0.0162,0.256
6306,"哀, 思",0.0116,0.9958,0.0011,0.0020,0.5110
6307,思,0.1339,0.0162,0.3547,0.0019,0.9958
6308,"乐, 哀",0.6117,0.7917,0.0002,0.0043,0.0919
6309,哀,0.0154,0.9754,0.0061,0.003,0.0276
6310,"哀, 思",0.0355,0.8791,0.0014,0.0033,0.9949
6311,思,0.0152,0.0361,0.0061,0.0044,0.9519
6312,乐,0.4098,0.0153,0.3614,0.0003,0.3158
6313,哀,0.0224,0.9921,0.0023,0.0002,0.2114
6314,哀,0.0281,0.6006,0.0496,0.28,0.3139
6315,思,0.1188,0.3514,0.0044,0.0394,0.7761
6316,哀,0.1738,0.8975,0.1596,0.0057,0.2681
6317,哀,0.0066,0.9979,0.0212,0.0001,0.1493
6318,乐,0.9114,0.1315,0.049,0.001,0.0203
6319,乐,0.9391,0.006,0.1386,0.0553,0.2416
6320,思,0.2312,0.0372,0.0009,0.0149,0.7487
6321,思,0.137,0.113,0.006,0.0948,0.6422
6322,喜,0.3172,0.0423,0.323,0.0009,0.2142
6323,乐,0.7657,0.0875,0.3482,0.0408,0.0362
6324,哀,0.0276,0.9414,0.0738,0.0008,0.1518
6325,乐,0.6703,0.0708,0.1455,0.0764,0.1129
6326,哀,0.0463,0.9824,0.0074,0.0133,0.006
6327,哀,0.0115,0.9955,0.0034,0.0061,0.0986
6328,哀,0.0148,0.9995,0.0012,0.0011,0.0215
6329,思,0.0644,0.4788,0.0389,0.0004,0.8524
6330,哀,0.0163,0.6689,0.2897,0.0658,0.2247
6331,喜,0.2113,0.0012,0.9693,0.0127,0.0828
6332,"哀, 思",0.0027,0.9929,0.0014,0.0019,0.8287
6333,思,0.2276,0.0922,0.1704,0.0224,0.7098
6334,思,0.3068,0.0096,0.0132,0.0281,0.8048
6335,"哀, 思",0.0712,0.7751,0.0133,0.0014,0.5190
6336,哀,0.3183,0.6438,0.0541,0.0127,0.0901
6337,哀,0.0076,0.9985,0.0012,0.0003,0.0274
6338,"乐, 思",0.7243,0.0387,0.0025,0.0122,0.6739
6339,喜,0.163,0.084,0.8042,0.0111,0.1127
6340,哀,0.006,0.9969,0.0005,0.0079,0.0166
6341,思,0.4693,0.4069,0.004,0.0701,0.7126
6342,哀,0.0097,0.9932,0.0018,0.003,0.1169
6343,思,0.1759,0.0341,0.0012,0.2597,0.9262
6344,"哀, 思",0.0655,0.5442,0.3074,0.0290,0.9979
6345,哀,0.0239,0.9137,0.1777,0.1394,0.1265
6346,哀,0.0084,0.9956,0.026,0.0018,0.174
6347,哀,0.0289,0.846,0.0088,0.0404,0.3636
6348,"哀, 思",0.0020,0.9372,0.0073,0.0027,0.8513
6349,乐,0.6116,0.306,0.0078,0.0128,0.3417
6350,思,0.4433,0.0203,0.0679,0.0338,0.5037
6351,思,0.0357,0.0506,0.0032,0.0565,0.7975
6352,"乐, 思",0.6777,0.0351,0.0448,0.0137,0.5628
6353,怒/豪,0.0408,0.4215,0.0064,0.5242,0.3912
6354,思,0.0126,0.0874,0.1965,0.4381,0.4444
6355,哀,0.0004,0.6196,0.1699,0.0187,0.0178
6356,哀,0.0379,0.8029,0.0041,0.0337,0.1419
6357,哀,0.0211,0.9792,0.0018,0.0381,0.111
6358,"哀, 思",0.0025,0.9294,0.0379,0.0022,0.5213
6359,"乐, 喜",0.8543,0.0199,0.8974,0.0031,0.0962
6360,"乐, 哀",0.5289,0.9465,0.0069,0.0115,0.1015
6361,哀,0.0118,0.9592,0.0036,0.0005,0.1602
6362,哀,0.0011,0.9997,0.0002,0.0023,0.1365
6363,喜,0.4992,0.3256,0.702,0.0026,0.0072
6364,"哀, 怒/豪",0.0272,0.5131,0.0041,0.5160,0.2307
6365,乐,0.9653,0.0264,0.2988,0.0358,0.0445
6366,思,0.4306,0.0302,0.0392,0.0153,0.9606
6367,"哀, 思",0.1052,0.8888,0.4148,0.0480,0.7907
6368,哀,0.0627,0.9885,0.0012,0.003,0.2688
6369,"哀, 思",0.0403,0.9536,0.0085,0.0038,0.7659
6370,思,0.0561,0.1943,0.0038,0.0024,0.8678
6371,哀,0.0051,0.9988,0.0024,0.0001,0.0153
6372,"乐, 思",0.5705,0.0032,0.0880,0.0040,0.9868
6373,"哀, 思",0.0374,0.8345,0.0010,0.1259,0.6376
6374,哀,0.0208,0.9243,0.0002,0.0032,0.1704
6375,"哀, 思",0.0358,0.8711,0.0009,0.0468,0.9800
6376,哀,0.3232,0.6656,0.0002,0.0019,0.1778
6377,哀,0.1696,0.6302,0.0087,0.1561,0.0256
6378,"哀, 思",0.0306,0.9638,0.0353,0.0101,0.6936
6379,思,0.0274,0.0771,0.0366,0.0528,0.9708
6380,哀,0.0059,0.9994,0.0011,0.0005,0.0281
6381,"哀, 思",0.0067,0.7912,0.0006,0.0249,0.9773
6382,思,0.4995,0.0048,0.3503,0.0296,0.9174
6383,乐,0.5839,0.4488,0.2965,0.0011,0.0078
6384,乐,0.5865,0.2463,0.0586,0.0157,0.0578
6385,哀,0.0065,0.9697,0.0016,0.0241,0.1123
6386,"乐, 喜",0.9532,0.0075,0.5928,0.0103,0.1247
6387,哀,0.0759,0.841,0.007,0.0157,0.1823
6388,思,0.2553,0.1349,0.0184,0.0777,0.3666
6389,"哀, 思",0.0137,0.6790,0.0186,0.0072,0.9429
6390,乐,0.6695,0.043,0.0654,0.0431,0.0453
6391,思,0.0117,0.2627,0.0032,0.0187,0.9206
6392,哀,0.0021,0.9927,0.0255,0.0001,0.1848
6393,哀,0.0195,0.9914,0.0005,0.0035,0.1541
6394,哀,0.0454,0.9605,0.0015,0.2329,0.0195
6395,乐,0.4449,0.3642,0.003,0.0083,0.0576
6396,思,0.4169,0.4391,0.461,0.2548,0.4798
6397,"哀, 思",0.2106,0.9185,0.0492,0.0011,0.5431
6398,哀,0.0184,0.9202,0.0003,0.1917,0.3189
6399,思,0.0767,0.3446,0.0118,0.0939,0.6337
6400,怒/豪,0.0528,0.3622,0.0082,0.3654,0.027
6401,思,0.3627,0.0877,0.1885,0.0144,0.4235
6402,思,0.0111,0.4845,0.0216,0.0228,0.5726
6403,"哀, 喜",0.0618,0.9134,0.6437,0.0021,0.0440
6404,思,0.0098,0.2434,0.006,0.0017,0.992
6405,思,0.1509,0.2333,0.1589,0.0104,0.8264
6406,喜,0.3967,0.0425,0.5582,0.0429,0.3251
6407,"哀, 思",0.0133,0.9028,0.0072,0.0061,0.7852
6408,"哀, 思",0.0035,0.6330,0.0022,0.0031,0.9184
6409,哀,0.0018,0.9953,0.003,0.015,0.3322
6410,哀,0.0111,0.9907,0.0005,0.0005,0.3977
6411,怒/豪,0.0103,0.0463,0.0118,0.3493,0.1841
6412,"喜, 思",0.0760,0.0697,0.5744,0.0617,0.5967
6413,哀,0.0069,0.9826,0.0039,0.0357,0.1273
6414,"哀, 思",0.0073,0.9213,0.0007,0.0000,0.9109
6415,"哀, 思",0.0328,0.9607,0.0013,0.0120,0.6015
6416,哀,0.0041,0.9996,0.0001,0.0031,0.036
6417,哀,0.0111,0.9996,0.0046,0.0002,0.009
6418,喜,0.323,0.1398,0.634,0.0004,0.0035
6419,哀,0.0569,0.5141,0.0893,0.0027,0.0706
6420,哀,0.0192,0.9997,0.0001,0.0482,0.0
6421,哀,0.0476,0.8748,0.0007,0.0117,0.3692
6422,思,0.0084,0.1729,0.0014,0.0072,0.9407
6423,哀,0.0685,0.9843,0.0006,0.0192,0.2497
6424,哀,0.0078,0.9998,0.0001,0.0005,0.002
6425,思,0.0057,0.1099,0.0182,0.0075,0.9718
6426,乐,0.2903,0.1781,0.1943,0.0175,0.2017
6427,哀,0.0099,0.9929,0.0012,0.0301,0.0497
6428,哀,0.0366,0.9195,0.0118,0.0404,0.1526
6429,"哀, 思",0.0011,0.9888,0.0004,0.0056,0.9115
6430,哀,0.0059,0.9998,0.0004,0.0012,0.0106
6431,哀,0.0356,0.9975,0.0032,0.001,0.0955
6432,"哀, 思",0.3654,0.9087,0.0035,0.0604,0.7298
6433,哀,0.0051,0.905,0.0114,0.2064,0.1187
6434,哀,0.002,0.9797,0.0078,0.0108,0.3625
6435,哀,0.0129,0.9719,0.0051,0.0046,0.079
6436,"乐, 思",0.5243,0.1473,0.0930,0.0030,0.5193
6437,思,0.0088,0.0166,0.1164,0.0789,0.9225
6438,思,0.0344,0.221,0.284,0.2125,0.3801
6439,"哀, 思",0.0009,0.9931,0.0000,0.0013,0.5587
6440,哀,0.0986,0.1233,0.0271,0.0807,0.0472
6441,哀,0.0786,0.8047,0.0002,0.0093,0.2969
6442,思,0.0227,0.0058,0.0002,0.1258,0.7582
6443,怒/豪,0.0007,0.4294,0.0066,0.9824,0.1409
6444,哀,0.0022,0.9968,0.0642,0.0013,0.0637
6445,哀,0.087,0.8947,0.0011,0.0199,0.2609
6446,哀,0.1676,0.4743,0.0017,0.0107,0.3243
6447,思,0.0012,0.015,0.0321,0.0208,0.9355
6448,乐,0.947,0.0515,0.0681,0.1544,0.014
6449,乐,0.7622,0.0446,0.086,0.0506,0.062
6450,思,0.0096,0.4777,0.1371,0.0012,0.765
6451,思,0.014,0.119,0.0031,0.001,0.9689
6452,哀,0.0192,0.9665,0.0023,0.0037,0.4672
6453,哀,0.0032,0.998,0.0001,0.0018,0.2604
6454,哀,0.0118,0.9948,0.0013,0.0007,0.1783
6455,哀,0.0338,0.9986,0.0011,0.0083,0.3153
6456,哀,0.0056,0.9992,0.0017,0.0006,0.0364
6457,哀,0.0927,0.9683,0.0002,0.0017,0.02
6458,喜,0.2002,0.2601,0.4155,0.0098,0.3184
6459,怒/豪,0.0044,0.1379,0.0209,0.8393,0.1005
6460,思,0.4836,0.0115,0.2042,0.0001,0.8327
6461,思,0.4468,0.1127,0.0857,0.007,0.5618
6462,思,0.0024,0.2866,0.0053,0.0014,0.9883
6463,思,0.4677,0.0252,0.221,0.015,0.7891
6464,思,0.1305,0.0826,0.0601,0.0003,0.8053
6465,乐,0.6478,0.0728,0.1083,0.184,0.1483
6466,乐,0.9297,0.0005,0.2826,0.1163,0.0049
6467,乐,0.5305,0.1997,0.1895,0.0091,0.2346
6468,哀,0.0093,0.9912,0.0012,0.0012,0.4319
6469,哀,0.1938,0.4519,0.0705,0.1015,0.1513
6470,乐,0.4696,0.248,0.0132,0.4129,0.0169
6471,乐,0.9897,0.0008,0.0947,0.0421,0.0034
6472,乐,0.3374,0.0371,0.0038,0.012,0.3326
6473,哀,0.0445,0.9897,0.0069,0.0013,0.0185
6474,哀,0.0026,0.9953,0.0003,0.0171,0.0311
6475,哀,0.0872,0.7087,0.0414,0.0423,0.1128
6476,思,0.2716,0.0399,0.1027,0.003,0.5955
6477,哀,0.027,0.9745,0.0031,0.0236,0.0094
6478,乐,0.9771,0.005,0.0131,0.0054,0.2904
6479,乐,0.5253,0.345,0.0013,0.4555,0.1781
6480,"哀, 思",0.0008,0.6816,0.0279,0.0008,0.9492
6481,怒/豪,0.1377,0.0584,0.0834,0.8262,0.0814
6482,哀,0.0075,0.9778,0.0132,0.0054,0.0596
6483,思,0.0505,0.1623,0.0008,0.0004,0.9561
6484,哀,0.0465,0.7915,0.0967,0.1565,0.202
6485,哀,0.0152,0.9259,0.0091,0.0004,0.1393
6486,"怒/豪, 思",0.0454,0.0804,0.0060,0.8735,0.6086
6487,哀,0.0119,0.9961,0.0066,0.0356,0.0098
6488,哀,0.0013,0.9965,0.0098,0.0466,0.018
6489,乐,0.5469,0.0884,0.4748,0.0164,0.093
6490,思,0.0224,0.113,0.0025,0.0356,0.9831
6491,哀,0.1708,0.993,0.0005,0.0349,0.0108
6492,哀,0.1361,0.8081,0.0267,0.0355,0.0895
6493,哀,0.0089,0.9997,0.0001,0.0003,0.1038
6494,思,0.194,0.0126,0.0207,0.0196,0.7318
6495,哀,0.0081,0.9991,0.0004,0.001,0.0573
6496,"哀, 思",0.0016,0.8072,0.0423,0.0012,0.8108
6497,哀,0.0126,0.8836,0.0291,0.0009,0.1293
6498,"乐, 思",0.9616,0.0061,0.0502,0.0014,0.9830
6499,哀,0.0547,0.7146,0.099,0.0135,0.0477
6500,怒/豪,0.2896,0.352,0.0067,0.3886,0.0815
6501,哀,0.0244,0.8801,0.0048,0.4527,0.0957
6502,哀,0.0741,0.5262,0.0004,0.1633,0.485
6503,哀,0.0009,0.527,0.1771,0.1396,0.3995
6504,"哀, 思",0.0073,0.9865,0.0003,0.0019,0.9536
6505,乐,0.9052,0.3094,0.0083,0.0171,0.0346
6506,哀,0.3075,0.5367,0.0005,0.031,0.0674
6507,思,0.0347,0.3077,0.0576,0.0527,0.7995
6508,哀,0.0464,0.4591,0.0378,0.0491,0.2146
6509,哀,0.036,0.8989,0.0019,0.0064,0.0437
6510,"哀, 思",0.0046,0.9946,0.0006,0.0005,0.6854
6511,"哀, 怒/豪",0.1232,0.7624,0.2879,0.5874,0.3298
6512,"哀, 思",0.0016,0.8764,0.0001,0.0683,0.7077
6513,哀,0.1234,0.3876,0.0627,0.0261,0.3336
6514,乐,0.5321,0.3768,0.0568,0.0027,0.074
6515,哀,0.0154,0.9556,0.0418,0.0003,0.2956
6516,思,0.0497,0.1364,0.0128,0.0145,0.9885
6517,哀,0.0248,0.852,0.0031,0.0045,0.1201
6518,哀,0.0024,0.5694,0.0036,0.2404,0.4112
6519,哀,0.1247,0.9081,0.1005,0.0032,0.0111
6520,乐,0.5098,0.1552,0.205,0.0654,0.2335
6521,乐,0.2784,0.0823,0.042,0.0712,0.034
6522,哀,0.0093,0.9907,0.1261,0.0002,0.249
6523,哀,0.2568,0.9176,0.0236,0.0024,0.2315
6524,思,0.1579,0.1566,0.0734,0.0109,0.7471
6525,乐,0.2725,0.1698,0.0126,0.1396,0.1794
6526,"哀, 思",0.0307,0.9444,0.0073,0.0009,0.5949
6527,乐,0.3989,0.0219,0.018,0.0241,0.3217
6528,"乐, 思",0.9094,0.0176,0.0044,0.0020,0.5251
6529,哀,0.1821,0.8381,0.0067,0.0025,0.1793
6530,哀,0.32,0.969,0.0058,0.0008,0.0115
6531,乐,0.2583,0.1341,0.0001,0.1292,0.0689
6532,乐,0.7706,0.0014,0.0585,0.4671,0.039
6533,哀,0.0114,0.9161,0.0016,0.005,0.4745
6534,"哀, 思",0.0205,0.9709,0.0067,0.0031,0.5480
6535,思,0.1296,0.2019,0.0262,0.0034,0.4444
6536,哀,0.0011,0.9998,0.0001,0.0043,0.0792
6537,思,0.139,0.0716,0.0644,0.2815,0.7041
6538,乐,0.8337,0.2819,0.0022,0.0264,0.3461
6539,哀,0.0169,0.7971,0.0006,0.0035,0.0168
6540,哀,0.0238,0.9299,0.0008,0.005,0.1133
6541,乐,0.8352,0.0004,0.1112,0.0011,0.4122
6542,"乐, 喜",0.6234,0.0078,0.8004,0.0538,0.3113
6543,"哀, 思",0.0004,0.9706,0.0008,0.0013,0.9749
6544,思,0.2913,0.1487,0.012,0.0457,0.4109
6545,思,0.0301,0.2196,0.003,0.0081,0.9204
6546,"哀, 思",0.0978,0.9161,0.0005,0.0180,0.7643
6547,"哀, 思",0.0023,0.9672,0.0007,0.0766,0.9135
6548,思,0.0085,0.0847,0.0022,0.0139,0.9586
6549,哀,0.091,0.8063,0.0145,0.0477,0.2628
6550,哀,0.0259,0.7942,0.027,0.095,0.0495
6551,哀,0.1564,0.3046,0.0253,0.0608,0.0274
6552,思,0.0303,0.0514,0.0102,0.0038,0.9714
6553,"哀, 思",0.0005,0.9991,0.0071,0.0111,0.8044
6554,哀,0.002,0.989,0.0004,0.0003,0.4806
6555,"哀, 思",0.0032,0.7834,0.0074,0.0019,0.8408
6556,哀,0.0072,0.9973,0.0001,0.0631,0.0207
6557,哀,0.0054,0.9963,0.0001,0.0009,0.2059
6558,乐,0.8327,0.1167,0.4044,0.0114,0.0798
6559,哀,0.0729,0.9657,0.12,0.0007,0.0032
6560,哀,0.0093,0.9996,0.0095,0.0005,0.0052
6561,思,0.4972,0.0353,0.0011,0.0119,0.6928
6562,哀,0.0121,0.964,0.001,0.0388,0.0582
6563,哀,0.1243,0.3981,0.0229,0.0663,0.2062
6564,思,0.1188,0.1438,0.0115,0.163,0.2944
6565,思,0.2979,0.1259,0.0137,0.0871,0.4406
6566,哀,0.0489,0.9674,0.0862,0.0006,0.1088
6567,哀,0.1817,0.324,0.0217,0.0013,0.2426
6568,"哀, 思",0.0889,0.5092,0.0041,0.0008,0.7109
6569,"乐, 思",0.9912,0.1120,0.0222,0.0533,0.5395
6570,"哀, 思",0.0821,0.6991,0.0131,0.0094,0.6730
6571,"哀, 怒/豪, 思",0.0564,0.7450,0.0020,0.7457,0.9632
6572,乐,0.9205,0.1321,0.1706,0.0007,0.1164
6573,思,0.3549,0.0112,0.0193,0.0155,0.7267
6574,乐,0.2929,0.0473,0.0876,0.0042,0.1026
6575,"哀, 思",0.0300,0.5099,0.0332,0.0304,0.8804
6576,乐,0.2428,0.188,0.1522,0.0097,0.0273
6577,思,0.0494,0.1004,0.0008,0.2974,0.3965
6578,乐,0.7204,0.0242,0.4372,0.1134,0.0124
6579,乐,0.3539,0.0423,0.1297,0.0427,0.1105
6580,乐,0.6737,0.1222,0.1178,0.0412,0.3903
6581,"怒/豪, 思",0.0569,0.0729,0.2418,0.9606,0.7723
6582,思,0.0597,0.452,0.0063,0.0262,0.683
6583,思,0.281,0.0964,0.0081,0.0841,0.2963
6584,哀,0.3381,0.3848,0.3021,0.0798,0.0124
6585,思,0.0026,0.1801,0.0024,0.0072,0.9694
